MazeID,StepSize,SideLength,Coordinates
Maze_11,0.5,14,0 7*0.5 7*0.5 7.5*1 7.5*1 8*1.5 8*1.5 8.5*2 8.5*2 8*2 7.5*2.5 7.5*2.5 7*3 7*3 7.5*3 8*3.5 8*3.5 7.5*4 7.5*4 7*4 6.5*3.5 6.5*3.5 6*3.5 5.5*3.5 5*3.5 4.5*4 4.5*4 4*4 3.5*4.5 3.5*4.5 3*5 3*5 2.5*4.5 2.5*4.5 2*5 2*5 1.5*5.5 1.5*5.5 1*6 1*6 1.5*6.5 1.5*7 1.5*7 1*7 0.5*7.5 0.5*7.5 1*8 1*8 1.5*8.5 1.5*8.5 1*9 1*9 1.5*9.5 1.5*9.5 1*10 1*10.5 1*10.5 1.5*10.5 2*11 2*11 1.5*11.5 1.5*11.5 2*11.5 2.5*11.5 3*12 3*12.5 3*13 3*13.5 3*13.5 3.5*13 3.5*12.5 3.5*12 3.5*11.5 3.5*11.5 4*11.5 4.5*11 4.5*10.5 4.5*10.5 4*11 4*11 3.5*10.5 3.5*10 3.5*10 3*10 2.5*10 2*9.5 2*9.5 2.5*9.5 3*9.5 3.5*9.5 4*9.5 4.5*9.5 5*10 5*10.5 5*11 5*11.5 5*12 5*12 4.5*12.5 4.5*12.5 5*12.5 5.5*12 5.5*12 6*12.5 6*12.5 6.5*13 6.5*13 6*13.5 6*13.5 6.5*13.5 7*14 7
Maze_12,0.5,14,0 7*0.5 7*0.5 6.5*0.5 6*1 6*1 6.5*1.5 6.5*1.5 6*2 6*2 5.5*2 5*2 4.5*2.5 4.5*2.5 5*3 5*3 5.5*3.5 5.5*3.5 6*4 6*4 5.5*4.5 5.5*5 5.5*5 6*5.5 6*5.5 6.5*6 6.5*6 7*6.5 7*6.5 6.5*7 6.5*7.5 6.5*7.5 7*8 7*8 6.5*8 6*7.5 6*7 6*6.5 6*6 6*6 5.5*5.5 5.5*5.5 5*6 5*6.5 5*6.5 4.5*6.5 4*6.5 3.5*6.5 3*6.5 2.5*6.5 2*6.5 1.5*7 1.5*7 1*7.5 1*8 1*8 1.5*8.5 1.5*8.5 2*8.5 2.5*9 2.5*9 2*9 1.5*9 1*9.5 1*10 1*10 1.5*10.5 1.5*10.5 2*10.5 2.5*10 2.5*9.5 2.5*9.5 3*9 3*9 3.5*9.5 3.5*9.5 4*10 4*10.5 4*10.5 3.5*10.5 3*11 3*11 2.5*11 2*11 1.5*11.5 1.5*12 1.5*12.5 1.5*12.5 1*13 1*13 1.5*13 2*13.5 2*13.5 2.5*13.5 3*13.5 3.5*13 3.5*12.5 3.5*12.5 4*13 4*13.5 4*13.5 4.5*13.5 5*13 5*12.5 5*12.5 5.5*13 5.5*13 6*13.5 6*13.5 6.5*13 6.5*12.5 6.5*12.5 7*12 7*11.5 7*11 7*10.5 7*10.5 7.5*11 7.5*11.5 7.5*12 7.5*12 8*12 8.5*12.5 8.5*12.5 8*13 8*13 8.5*13.5 8.5*13.5 8*13.5 7.5*13.5 7*14 7
Maze_13,0.5,16,0 8*0.5 8*0.5 7.5*1 7.5*1.5 7.5*2 7.5*2 8*2 8.5*2 9*2.5 9*2.5 9.5*2.5 10*2.5 10.5*2 10.5*1.5 10.5*1.5 10*2 10*2 9.5*1.5 9.5*1 9.5*1 10*0.5 10*0.5 10.5*0.5 11*0.5 11.5*1 11.5*1 12*1 12.5*1 13*1.5 13*2 13*2.5 13*2.5 13.5*3 13.5*3.5 13.5*3.5 14*4 14*4 13.5*4 13*4.5 13*4.5 12.5*4.5 12*5 12*5 11.5*5 11*5 10.5*5.5 10.5*5.5 10*5.5 9.5*5 9.5*5 9*5.5 9*6 9*6 9.5*6 10*6 10.5*6 11*5.5 11*5.5 11.5*6 11.5*6.5 11.5*7 11.5*7.5 11.5*7.5 12*7.5 12.5*7 12.5*6.5 12.5*6 12.5*6 13*6 13.5*6 14*6 14.5*6.5 14.5*6.5 14*6.5 13.5*6.5 13*7 13*7 13.5*7 14*7.5 14*7.5 13.5*8 13.5*8 14*8 14.5*8.5 14.5*8.5 15*8 15*7.5 15*7.5 15.5*8 15.5*8.5 15.5*9 15.5*9 15*9.5 15*9.5 14.5*10 14.5*10 14*9.5 14*9.5 13.5*9.5 13*9.5 12.5*9.5 12*10 12*10 12.5*10 13*10.5 13*10.5 13.5*10.5 14*11 14*11 13.5*11.5 13.5*12 13.5*12 13*12.5 13*13 13*13 12.5*12.5 12.5*12 12.5*12 12*12.5 12*12.5 11.5*13 11.5*13.5 11.5*14 11.5*14 12*14.5 12*15 12*15 12.5*14.5 12.5*14.5 13*14 13*14 12.5*13.5 12.5*13.5 13*13.5 13.5*13.5 14*13.5 14.5*13 14.5*13 14*12.5 14*12.5 14.5*12.5 15*13 15*13 15.5*13.5 15.5*14 15.5*14 15*14.5 15*15 15*15 14.5*15.5 14.5*15.5 14*15 14*15 13.5*15 13*15.5 13*15.5 12.5*15.5 12*15.5 11.5*15 11.5*15 11*15 10.5*15 10*15 9.5*14.5 9.5*14.5 9*14.5 8.5*15 8.5*15 8*15.5 8*16 8
Maze_14,0.5,16,0 8*0.5 8*0.5 7.5*0.5 7*1 7*1 6.5*1 6*1.5 6*1.5 5.5*2 5.5*2 5*2 4.5*2 4*1.5 4*1.5 3.5*1.5 3*1 3*1 2.5*1 2*1.5 2*2 2*2 2.5*2.5 2.5*2.5 2*2.5 1.5*3 1.5*3.5 1.5*3.5 2*3.5 2.5*3.5 3*3.5 3.5*3.5 4*3.5 4.5*3.5 5*3.5 5.5*4 5.5*4 6*3.5 6*3 6*3 6.5*3 7*3.5 7*3.5 6.5*4 6.5*4.5 6.5*5 6.5*5 7*5 7.5*5 8*4.5 8*4.5 7.5*4.5 7*4 7*4 7.5*3.5 7.5*3.5 8*4 8*4 8.5*4.5 8.5*4.5 9*4 9*4 9.5*4 10*4.5 10*5 10*5.5 10*5.5 9.5*5 9.5*5 9*5 8.5*5.5 8.5*5.5 8*5.5 7.5*5.5 7*5.5 6.5*5.5 6*5.5 5.5*6 5.5*6.5 5.5*6.5 5*6.5 4.5*7 4.5*7 5*7.5 5*8 5*8.5 5*8.5 5.5*9 5.5*9 6*9.5 6*10 6*10 6.5*10 7*10 7.5*10.5 7.5*10.5 7*10.5 6.5*11 6.5*11 7*11 7.5*11 8*10.5 8*10 8*9.5 8*9 8*9 7.5*9.5 7.5*9.5 7*9 7*8.5 7*8 7*8 7.5*8.5 7.5*8.5 8*8.5 8.5*9 8.5*9 9*9.5 9*9.5 8.5*10 8.5*10 9*10.5 9*10.5 8.5*11 8.5*11 9*11 9.5*11.5 9.5*11.5 9*12 9*12 9.5*12.5 9.5*12.5 9*12.5 8.5*12.5 8*12.5 7.5*12 7.5*12 7*12 6.5*12.5 6.5*13 6.5*13 7*13 7.5*13.5 7.5*13.5 7*14 7*14 7.5*14.5 7.5*15 7.5*15 8*15.5 8*16 8
Maze_15,0.5,16,0 8*0.5 8*0.5 7.5*0.5 7*0.5 6.5*0.5 6*0.5 5.5*0.5 5*0.5 4.5*1 4.5*1 5*1.5 5*1.5 5.5*1.5 6*2 6*2 5.5*2.5 5.5*3 5.5*3 5*3 4.5*3.5 4.5*4 4.5*4 4*4.5 4*5 4*5.5 4*5.5 3.5*5.5 3*5.5 2.5*6 2.5*6.5 2.5*6.5 3*7 3*7 2.5*7 2*7.5 2*7.5 2.5*7.5 3*8 3*8.5 3*8.5 2.5*9 2.5*9 2*8.5 2*8 2*8 1.5*7.5 1.5*7.5 1*7.5 0.5*8 0.5*8.5 0.5*9 0.5*9.5 0.5*9.5 1*9.5 1.5*9.5 2*10 2*10 2.5*10.5 2.5*11 2.5*11 3*11.5 3*11.5 2.5*12 2.5*12 3*12.5 3*12.5 2.5*12.5 2*13 2*13 2.5*13 3*13.5 3*13.5 3.5*14 3.5*14.5 3.5*14.5 3*14.5 2.5*15 2.5*15 2*15.5 2*15.5 2.5*15.5 3*15 3*15 3.5*15 4*14.5 4*14 4*14 4.5*13.5 4.5*13 4.5*12.5 4.5*12.5 4*12.5 3.5*12 3.5*12 4*11.5 4*11.5 4.5*12 4.5*12 5*11.5 5*11 5*10.5 5*10 5*9.5 5*9.5 5.5*9 5.5*9 5*9 4.5*9 4*9 3.5*8.5 3.5*8.5 4*8.5 4.5*8.5 5*8 5*8 5.5*8 6*8 6.5*8.5 6.5*9 6.5*9 6*9.5 6*9.5 6.5*9.5 7*9.5 7.5*10 7.5*10 7*10 6.5*10 6*10 5.5*10.5 5.5*10.5 6*11 6*11.5 6*11.5 6.5*12 6.5*12 6*12.5 6*12.5 5.5*12.5 5*13 5*13 5.5*13.5 5.5*13.5 5*14 5*14 5.5*14 6*14 6.5*14.5 6.5*14.5 6*14.5 5.5*14.5 5*14.5 4.5*15 4.5*15.5 4.5*15.5 5*15.5 5.5*15.5 6*15.5 6.5*15.5 7*15.5 7.5*15.5 8*16 8
Maze_16,0.5,16,0 8*0.5 8*0.5 8.5*0.5 9*1 9*1.5 9*1.5 9.5*2 9.5*2 9*2.5 9*2.5 8.5*3 8.5*3 8*2.5 8*2.5 7.5*3 7.5*3 7*3 6.5*3.5 6.5*4 6.5*4 6*4 5.5*3.5 5.5*3.5 6*3 6*2.5 6*2.5 6.5*2 6.5*1.5 6.5*1 6.5*1 6*1 5.5*0.5 5.5*0.5 5*0.5 4.5*1 4.5*1 5*1.5 5*2 5*2 4.5*1.5 4.5*1.5 4*1.5 3.5*1.5 3*1.5 2.5*2 2.5*2 3*2.5 3*3 3*3.5 3*3.5 3.5*4 3.5*4 3*4 2.5*4 2*3.5 2*3.5 1.5*4 1.5*4.5 1.5*4.5 2*4.5 2.5*4.5 3*5 3*5 2.5*5 2*5 1.5*5.5 1.5*6 1.5*6 2*6 2.5*5.5 2.5*5.5 3*5.5 3.5*5 3.5*5 4*4.5 4*4 4*3.5 4*3.5 4.5*4 4.5*4.5 4.5*5 4.5*5.5 4.5*5.5 4*6 4*6 3.5*6.5 3.5*7 3.5*7.5 3.5*7.5 3*7.5 2.5*8 2.5*8 2*8.5 2*8.5 1.5*9 1.5*9 2*9 2.5*9.5 2.5*9.5 2*9.5 1.5*10 1.5*10 2*10.5 2*11 2*11 2.5*11 3*11.5 3*12 3*12 2.5*12.5 2.5*12.5 3*12.5 3.5*13 3.5*13.5 3.5*13.5 4*14 4*14.5 4*14.5 4.5*14.5 5*14.5 5.5*15 5.5*15 6*15 6.5*15.5 6.5*15.5 7*15.5 7.5*15 7.5*15 7*14.5 7*14.5 6.5*14 6.5*13.5 6.5*13.5 7*13.5 7.5*13.5 8*14 8*14 8.5*14 9*14.5 9*14.5 9.5*14.5 10*15 10*15 10.5*15 11*14.5 11*14.5 11.5*14.5 12*14.5 12.5*14.5 13*14.5 13.5*15 13.5*15 13*15.5 13*15.5 12.5*15 12.5*15 12*15.5 12*15.5 11.5*15.5 11*15.5 10.5*15.5 10*15.5 9.5*15.5 9*15.5 8.5*15 8.5*15 8*15.5 8*16 8
Maze_17,0.5,18,0 9*0.5 9*1 9*1.5 9*2 9*2 8.5*2 8*2 7.5*2.5 7.5*3 7.5*3.5 7.5*4 7.5*4 8*4.5 8*4.5 8.5*5 8.5*5.5 8.5*5.5 9*5.5 9.5*5.5 10*5.5 10.5*6 10.5*6.5 10.5*6.5 11*7 11*7.5 11*8 11*8 11.5*8 12*8 12.5*8 13*8.5 13*8.5 13.5*8.5 14*8 14*8 13.5*7.5 13.5*7 13.5*7 14*7.5 14*7.5 14.5*7 14.5*6.5 14.5*6.5 15*6.5 15.5*6.5 16*6.5 16.5*6.5 17*6.5 17.5*7 17.5*7 17*7.5 17*7.5 17.5*8 17.5*8 17*8 16.5*8 16*8 15.5*8 15*8.5 15*8.5 14.5*9 14.5*9.5 14.5*9.5 14*9.5 13.5*9 13.5*9 13*9 12.5*9 12*9 11.5*8.5 11.5*8.5 11*8.5 10.5*9 10.5*9.5 10.5*10 10.5*10 10*10.5 10*10.5 10.5*10.5 11*10.5 11.5*10.5 12*11 12*11 12.5*11 13*11.5 13*11.5 13.5*12 13.5*12 13*12 12.5*12 12*12 11.5*11.5 11.5*11.5 11*11.5 10.5*11.5 10*11.5 9.5*11.5 9*11.5 8.5*12 8.5*12.5 8.5*13 8.5*13 9*13.5 9*14 9*14.5 9*14.5 8.5*14 8.5*13.5 8.5*13.5 8*13 8*12.5 8*12 8*12 7.5*12 7*12.5 7*12.5 7.5*13 7.5*13.5 7.5*14 7.5*14.5 7.5*15 7.5*15.5 7.5*15.5 7*16 7*16 7.5*16.5 7.5*17 7.5*17 8*17 8.5*17 9*17.5 9*18 9
Maze_18,0.5,18,0 9*0.5 9*0.5 8.5*1 8.5*1.5 8.5*1.5 8*2 8*2.5 8*3 8*3.5 8*4 8*4.5 8*5 8*5 8.5*5.5 8.5*5.5 8*6 8*6 7.5*6.5 7.5*7 7.5*7 7*7.5 7*7.5 7.5*7.5 8*7 8*7 8.5*7.5 8.5*7.5 9*7.5 9.5*7.5 10*7 10*7 9.5*6.5 9.5*6.5 10*6.5 10.5*6 10.5*6 10*6 9.5*6 9*5.5 9*5 9*4.5 9*4.5 8.5*4 8.5*4 9*3.5 9*3.5 8.5*3 8.5*3 9*3 9.5*2.5 9.5*2.5 10*3 10*3 10.5*3 11*3 11.5*2.5 11.5*2.5 11*2.5 10.5*2 10.5*2 11*2 11.5*2 12*2.5 12*3 12*3.5 12*3.5 11.5*3.5 11*3.5 10.5*3.5 10*3.5 9.5*4 9.5*4.5 9.5*4.5 10*4.5 10.5*5 10.5*5 11*5.5 11*6 11*6.5 11*6.5 11.5*6 11.5*6 12*5.5 12*5.5 12.5*6 12.5*6 13*6.5 13*7 13*7 12.5*7.5 12.5*7.5 13*8 13*8 12.5*8 12*7.5 12*7.5 11.5*7.5 11*8 11*8 10.5*8.5 10.5*9 10.5*9 10*9.5 10*9.5 9.5*10 9.5*10 9*10 8.5*10.5 8.5*10.5 8*10.5 7.5*11 7.5*11.5 7.5*12 7.5*12 7*12.5 7*12.5 7.5*13 7.5*13.5 7.5*14 7.5*14.5 7.5*14.5 8*15 8*15 8.5*15.5 8.5*15.5 9*16 9*16 9.5*16 10*15.5 10*15.5 9.5*15 9.5*15 10*14.5 10*14.5 10.5*14.5 11*15 11*15.5 11*16 11*16 10.5*16.5 10.5*16.5 10*17 10*17 10.5*17.5 10.5*17.5 10*17.5 9.5*17.5 9*18 9
Maze_19,0.5,18,0 9*0.5 9*0.5 9.5*1 9.5*1.5 9.5*1.5 9*2 9*2 9.5*2.5 9.5*3 9.5*3 9*3.5 9*4 9*4 9.5*4.5 9.5*4.5 9*5 9*5 9.5*5 10*4.5 10*4.5 10.5*4.5 11*4.5 11.5*4.5 12*4.5 12.5*4.5 13*5 13*5 13.5*5 14*4.5 14*4.5 14.5*4.5 15*5 15*5 15.5*4.5 15.5*4.5 16*5 16*5 16.5*5.5 16.5*5.5 17*5 17*5 17.5*5.5 17.5*6 17.5*6 17*6 16.5*6.5 16.5*6.5 16*7 16*7 15.5*7.5 15.5*8 15.5*8.5 15.5*8.5 16*9 16*9 16.5*9 17*9.5 17*9.5 16.5*9.5 16*9.5 15.5*10 15.5*10 16*10 16.5*10.5 16.5*10.5 16*10.5 15.5*11 15.5*11.5 15.5*12 15.5*12.5 15.5*12.5 16*13 16*13 15.5*13 15*13.5 15*14 15*14 15.5*14.5 15.5*14.5 15*15 15*15 15.5*15 16*15.5 16*15.5 16.5*15 16.5*15 17*15.5 17*15.5 17.5*16 17.5*16 17*16 16.5*16.5 16.5*17 16.5*17 16*17 15.5*17.5 15.5*17.5 15*17 15*17 14.5*17.5 14.5*17.5 14*17.5 13.5*17 13.5*17 13*16.5 13*16.5 13.5*16.5 14*16 14*16 14.5*16 15*16.5 15*16.5 15.5*16 15.5*15.5 15.5*15.5 15*15.5 14.5*15.5 14*15.5 13.5*16 13.5*16 13*15.5 13*15 13*14.5 13*14.5 13.5*15 13.5*15 14*15 14.5*14.5 14.5*14 14.5*14 14*14 13.5*14 13*14 12.5*13.5 12.5*13 12.5*12.5 12.5*12.5 12*12.5 11.5*12.5 11*12 11*12 10.5*12 10*12.5 10*12.5 9.5*12.5 9*12 9*12 8.5*12 8*12.5 8*12.5 7.5*13 7.5*13 8*13 8.5*13 9*13 9.5*13 10*13.5 10*13.5 9.5*13.5 9*14 9*14 8.5*14 8*14 7.5*14 7*14.5 7*15 7*15 7.5*15.5 7.5*15.5 7*16 7*16.5 7*16.5 7.5*17 7.5*17 8*17 8.5*17 9*17.5 9*18 9
Maze_20,0.5,18,0 9*0.5 9*0.5 9.5*1 9.5*1 10*1 10.5*0.5 10.5*0.5 11*0.5 11.5*0.5 12*0.5 12.5*1 12.5*1 12*1.5 12*1.5 11.5*1.5 11*2 11*2 11.5*2.5 11.5*3 11.5*3.5 11.5*3.5 12*4 12*4.5 12*4.5 12.5*5 12.5*5 13*5 13.5*5.5 13.5*6 13.5*6 13*6 12.5*5.5 12.5*5.5 12*5.5 11.5*5 11.5*5 11*5 10.5*5 10*5.5 10*5.5 9.5*5.5 9*5.5 8.5*6 8.5*6 9*6 9.5*6 10*6.5 10*6.5 9.5*6.5 9*6.5 8.5*7 8.5*7.5 8.5*8 8.5*8.5 8.5*8.5 8*8.5 7.5*8.5 7*8.5 6.5*9 6.5*9 7*9.5 7*10 7*10 6.5*10.5 6.5*11 6.5*11 6*11.5 6*11.5 6.5*12 6.5*12 7*12 7.5*12.5 7.5*13 7.5*13 8*12.5 8*12.5 8.5*13 8.5*13 9*12.5 9*12.5 9.5*13 9.5*13 10*13 10.5*13 11*13 11.5*13.5 11.5*13.5 11*14 11*14 11.5*14.5 11.5*14.5 12*14.5 12.5*15 12.5*15 12*15 11.5*15 11*15 10.5*15 10*15.5 10*15.5 9.5*15.5 9*15 9*14.5 9*14 9*13.5 9*13.5 8.5*13.5 8*13.5 7.5*13.5 7*14 7*14 7.5*14 8*14 8.5*14.5 8.5*15 8.5*15.5 8.5*16 8.5*16 9*16 9.5*16.5 9.5*16.5 10*16 10*16 10.5*16.5 10.5*16.5 11*16.5 11.5*16.5 12*16.5 12.5*16.5 13*17 13*17.5 13*17.5 12.5*17.5 12*17.5 11.5*17.5 11*17.5 10.5*17.5 10*17.5 9.5*17.5 9*18 9
Maze_21,0.5,20,0 10*0.5 10*0.5 10.5*1 10.5*1 10*1 9.5*1.5 9.5*2 9.5*2 10*2.5 10*2.5 10.5*2 10.5*1.5 10.5*1.5 11*1.5 11.5*2 11.5*2.5 11.5*3 11.5*3 12*3 12.5*3 13*2.5 13*2 13*2 12.5*1.5 12.5*1.5 13*1 13*1 13.5*1.5 13.5*2 13.5*2 14*2.5 14*2.5 13.5*3 13.5*3.5 13.5*4 13.5*4 14*4.5 14*4.5 13.5*4.5 13*5 13*5.5 13*6 13*6 12.5*6.5 12.5*6.5 12*7 12*7 11.5*7 11*7 10.5*7.5 10.5*7.5 10*8 10*8 9.5*8.5 9.5*9 9.5*9 9*9 8.5*9.5 8.5*10 8.5*10.5 8.5*11 8.5*11.5 8.5*11.5 8*11.5 7.5*11.5 7*12 7*12 6.5*12.5 6.5*13 6.5*13.5 6.5*13.5 6*13.5 5.5*13.5 5*14 5*14.5 5*15 5*15 4.5*15 4*15 3.5*15.5 3.5*16 3.5*16.5 3.5*16.5 4*17 4*17 4.5*17 5*16.5 5*16.5 5.5*16.5 6*16.5 6.5*16.5 7*16.5 7.5*17 7.5*17 8*17.5 8*17.5 8.5*17.5 9*17.5 9.5*17 9.5*17 9*17 8.5*16.5 8.5*16.5 8*16 8*16 8.5*16 9*16 9.5*15.5 9.5*15 9.5*15 9*15 8.5*15.5 8.5*15.5 8*15.5 7.5*15.5 7*16 7*16 6.5*15.5 6.5*15 6.5*15 6*15 5.5*14.5 5.5*14 5.5*14 6*14.5 6*14.5 6.5*14.5 7*14.5 7.5*15 7.5*15 8*14.5 8*14.5 8.5*14 8.5*13.5 8.5*13.5 9*13.5 9.5*13.5 10*14 10*14 10.5*14.5 10.5*14.5 10*15 10*15.5 10*16 10*16.5 10*17 10*17.5 10*18 10*18.5 10*18.5 9.5*18.5 9*19 9*19 9.5*19 10*19.5 10*20 10
Maze_22,0.5,20,0 10*0.5 10*0.5 10.5*0.5 11*1 11*1 11.5*1.5 11.5*1.5 11*2 11*2.5 11*2.5 11.5*2.5 12*3 12*3 12.5*3.5 12.5*4 12.5*4 13*4.5 13*4.5 12.5*4.5 12*4.5 11.5*5 11.5*5 12*5 12.5*5.5 12.5*5.5 12*6 12*6 11.5*6.5 11.5*6.5 12*6.5 12.5*6 12.5*6 13*6.5 13*6.5 13.5*6.5 14*6.5 14.5*7 14.5*7 15*7 15.5*6.5 15.5*6.5 16*6 16*6 15.5*6 15*6 14.5*6 14*5.5 14*5 14*5 13.5*4.5 13.5*4 13.5*3.5 13.5*3.5 14*4 14*4 14.5*3.5 14.5*3.5 15*3 15*3 15.5*3 16*3 16.5*3 17*3 17.5*3 18*3.5 18*3.5 18.5*4 18.5*4 18*4.5 18*4.5 18.5*4.5 19*4 19*4 19.5*4.5 19.5*5 19.5*5 19*5 18.5*5.5 18.5*6 18.5*6.5 18.5*7 18.5*7 19*7.5 19*8 19*8 19.5*8.5 19.5*8.5 19*8.5 18.5*8.5 18*8.5 17.5*8.5 17*9 17*9 16.5*9 16*9.5 16*10 16*10 15.5*10 15*10.5 15*11 15*11 14.5*11.5 14.5*11.5 14*12 14*12 14.5*12 15*12 15.5*12.5 15.5*12.5 15*13 15*13 14.5*13.5 14.5*14 14.5*14.5 14.5*15 14.5*15 15*15 15.5*14.5 15.5*14.5 15*14 15*14 15.5*13.5 15.5*13.5 16*14 16*14.5 16*15 16*15.5 16*15.5 15.5*15.5 15*16 15*16.5 15*16.5 14.5*17 14.5*17 15*17 15.5*16.5 15.5*16.5 16*16.5 16.5*17 16.5*17 17*17.5 17*17.5 16.5*17.5 16*18 16*18 15.5*18.5 15.5*18.5 16*18.5 16.5*19 16.5*19 17*19 17.5*19 18*18.5 18*18.5 17.5*18.5 17*18 17*18 17.5*17.5 17.5*17 17.5*16.5 17.5*16.5 18*17 18*17.5 18*18 18*18 18.5*18 19*18 19.5*18.5 19.5*19 19.5*19 19*19.5 19*19.5 18.5*19.5 18*19.5 17.5*19.5 17*19.5 16.5*19.5 16*19.5 15.5*19.5 15*19 15*19 14.5*19 14*19.5 14*19.5 13.5*19 13.5*18.5 13.5*18.5 13*18 13*18 12.5*18 12*18 11.5*18.5 11.5*18.5 11*18.5 10.5*18 10.5*18 11*17.5 11*17 11*17 10.5*17.5 10.5*17.5 10*18 10*18 9.5*18.5 9.5*19 9.5*19 10*19.5 10*20 10
Maze_23,0.5,20,0 10*0.5 10*1 10*1.5 10*2 10*2.5 10*3 10*3 10.5*3.5 10.5*3.5 11*4 11*4 10.5*4.5 10.5*4.5 10*5 10*5 10.5*5.5 10.5*5.5 11*6 11*6.5 11*6.5 10.5*7 10.5*7 11*7 11.5*7.5 11.5*7.5 11*8 11*8 11.5*8 12*8.5 12*8.5 12.5*8 12.5*8 13*8.5 13*8.5 13.5*8.5 14*8 14*8 14.5*8 15*8 15.5*8 16*8.5 16*8.5 15.5*8.5 15*9 15*9.5 15*9.5 15.5*9.5 16*10 16*10 16.5*10.5 16.5*11 16.5*11 17*11 17.5*11.5 17.5*11.5 17*11.5 16.5*12 16.5*12 17*12.5 17*12.5 17.5*13 17.5*13 18*13 18.5*13 19*13 19.5*13.5 19.5*14 19.5*14 19*14 18.5*13.5 18.5*13.5 18*13.5 17.5*14 17.5*14.5 17.5*15 17.5*15.5 17.5*16 17.5*16.5 17.5*17 17.5*17 17*17 16.5*17.5 16.5*17.5 17*18 17*18.5 17*19 17*19 17.5*19 18*19 18.5*19 19*19 19.5*19.5 19.5*19.5 19*19.5 18.5*19.5 18*19.5 17.5*19.5 17*19.5 16.5*19.5 16*19.5 15.5*19 15.5*19 15*19 14.5*19 14*19.5 14*19.5 13.5*19.5 13*19 13*19 13.5*18.5 13.5*18.5 13*18.5 12.5*18.5 12*19 12*19.5 12*19.5 11.5*19 11.5*18.5 11.5*18 11.5*18 12*18 12.5*18 13*18 13.5*18 14*18.5 14*18.5 14.5*18 14.5*17.5 14.5*17.5 14*17.5 13.5*17.5 13*17.5 12.5*17.5 12*17.5 11.5*17 11.5*16.5 11.5*16.5 11*16.5 10.5*16.5 10*17 10*17 10.5*17.5 10.5*17.5 10*18 10*18.5 10*18.5 9.5*19 9.5*19 10*19.5 10*20 10
Maze_24,0.5,20,0 10*0.5 10*1 10*1.5 10*1.5 10.5*1.5 11*1.5 11.5*2 11.5*2 11*2 10.5*2 10*2 9.5*1.5 9.5*1 9.5*0.5 9.5*0.5 9*0.5 8.5*0.5 8*1 8*1 8.5*1.5 8.5*1.5 9*2 9*2.5 9*2.5 8.5*2.5 8*3 8*3 8.5*3 9*3 9.5*3.5 9.5*3.5 10*3.5 10.5*3 10.5*3 11*3 11.5*3.5 11.5*3.5 11*4 11*4.5 11*5 11*5 11.5*5.5 11.5*5.5 11*6 11*6 11.5*6 12*6.5 12*6.5 11.5*7 11.5*7 11*7.5 11*7.5 11.5*7.5 12*7.5 12.5*8 12.5*8 12*8 11.5*8 11*8 10.5*8 10*8 9.5*8 9*8 8.5*8 8*8.5 8*8.5 8.5*8.5 9*9 9*9 8.5*9.5 8.5*9.5 8*10 8*10 7.5*10 7*10.5 7*11 7*11.5 7*11.5 6.5*12 6.5*12 6*12 5.5*12 5*12 4.5*12.5 4.5*12.5 4*13 4*13.5 4*14 4*14 3.5*14 3*14 2.5*13.5 2.5*13.5 3*13 3*13 2.5*13 2*13 1.5*13 1*13.5 1*13.5 0.5*14 0.5*14.5 0.5*14.5 1*14.5 1.5*15 1.5*15 2*15 2.5*15.5 2.5*16 2.5*16.5 2.5*17 2.5*17 3*17 3.5*17 4*16.5 4*16.5 4.5*16.5 5*17 5*17 5.5*17.5 5.5*17.5 5*18 5*18 5.5*18 6*18.5 6*18.5 6.5*19 6.5*19.5 6.5*19.5 7*19.5 7.5*19.5 8*19.5 8.5*19 8.5*18.5 8.5*18.5 8*18.5 7.5*18.5 7*18 7*18 7.5*18 8*17.5 8*17.5 8.5*18 8.5*18 9*18.5 9*18.5 9.5*18.5 10*19 10*19 10.5*19.5 10.5*19.5 10*20 10
Maze_25,0.75,9.75,0 4.875*0.75 4.875*0.75 4.125*1.5 4.125*2.25 4.125*2.25 3.375*3 3.375*3 4.125*3.75 4.125*3.75 4.875*4.5 4.875*4.5 5.625*5.25 5.625*5.25 6.375*5.25 7.125*6 7.125*6.75 7.125*6.75 7.875*6.75 8.625*6 8.625*5.25 8.625*5.25 9.375*6 9.375*6.75 9.375*7.5 9.375*8.25 9.375*8.25 8.625*7.5 8.625*7.5 7.875*7.5 7.125*7.5 6.375*8.25 6.375*8.25 5.625*8.25 4.875*9 4.875*9.75 4.875
Maze_26,0.75,9.75,0 4.875*0.75 4.875*1.5 4.875*1.5 4.125*1.5 3.375*2.25 3.375*3 3.375*3 4.125*3 4.875*3.75 4.875*4.5 4.875*5.25 4.875*6 4.875*6.75 4.875*6.75 5.625*7.5 5.625*7.5 6.375*8.25 6.375*8.25 5.625*9 5.625*9 4.875*9.75 4.875
